04-06-2021 | 19:13:49 | Fed Money | 5 | 5
04-06-2021 | 19:13:58 | Double Mint A3 | 1 | 4
04-06-2021 | 19:14:01 | GIVE CHANGE | 4 | 4
04-06-2021 | 19:16:19 | GIVE CHANGE | 0 | 0
04-06-2021 | 19:22:20 | Fed Money | 1 | 1
04-06-2021 | 19:22:20 | Fed Money | 1 | 1
04-06-2021 | 19:26:38 | Fed Money | 2 | 2
04-06-2021 | 19:26:47 | FiveGum A1 | 1 | 1
